 ID,SHA256,APT-group,Country,attack_sequence
3938,e10d9f1c620d2ff017ebc0edd1102b51c7da7ebd595dfafeff6ce5a55f2f3bd8,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3939,7d856ce2b96e10fef190ee959c6c3eae5aeae6e9c2994fe002ad4e8cf3253674,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3940,794ab2b01999b97653269d33a562b52f55a6d7cfd4b1624dc90afe0b4abe9e2f,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3941,eab34ac788bdb79377219faecd80f27d45981bc6ab203b868303aea1d278548c,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3942,7377dbeae24742a3d072f5534b14609c8efab8af7a60b8daf465fcabf9cbaf99,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105']"
3943,8f24db0deb78a04232d3c4be2983a51b49abde084a1aeac2fe449ce8ce3cf274,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027', 'T1059']"
3944,3086ef35d0e93ab12c607a36a83205ed3d00c47f4d95a5bf456e52804d70c9b5,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3945,44ff50c361407b51f735f4bd2145955508f64b51a9f8c9b67bc1e4843d2260a8,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3946,c5b7e21f19493fed30675f86df39c69fbc3a8a4617d1d85ac3dda90d97d14d6c,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3947,933ba2fdab94bb8a78bd20cef5671dcdfcb941636ffe5332c93df2958689fd7c,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105', 'T1027']"
3948,cf666e3fca8fe626786ab44f68e7e4f8c98693eeceb6b42520ec70735b625647,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071']"
3949,96f4ae01780706098cbde96539b68bc59448474503248716e883c995cb914106,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3950,bb3354f130a2ced2219851aaa08578ff9c716bbc9d586cf7c488cbf2ae4c9bee,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3951,23ab9ff9132043b888affadbdd5833f8b57ced4079d7a9a3e349bf75de4fc0fd,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105']"
3952,b0adb7c3e887e6bcbe21abcf54851718f7eceeef31f570a76fb648ecb204cc89,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
3953,476166f15b432d13fd80c36d2e97b5d562c73faa3f428831b823c3160aff0118,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059', 'T1105']"
3954,244397d4ec28114ed99e163dd9236e5f75ffd84540e7d16212d93508a3e7889c,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059', 'T1071']"
3955,cd307e00293e860e8f79a261e1399d24747a4f353462e49071e5a3a198b7aee4,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3956,464090c0450eb10c9fe81bbbba947a19454c0bce7ef6652ad8c4935b70ffc91e,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3957,38bf13caca3efa84cf740cf9e9cd51933c7a285694f3f8ecc49df7e1768f2dbe,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3958,257219aff0dc096c6ed2f677f0d1a4903b7b46de843612062e3fc4e6b80d7f1c,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059']"
3959,a4a8cca75b62ca120cda2043d5cb7ea48bfba05da6bf9cd58f6af101151e0634,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3960,dcb81ee71b6ae491a1844833e2965551614850235b971e4088ca2100f114c2aa,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027', 'T1059']"
3961,5693f805963f08de038434c4bc98b3966d432809d0d7754d05dee315ea157b8f,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3962,e49a3e956dc1299041ed6f3c8a80a444f1e7f82a09bdb5044306a5e924818f43,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3963,b719da8fb6f8911f02c1ebc83e3f2bf9da425fd634505918f0fe93d8013d1817,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3964,c4808b315066f0a46f73c9e6a5261c70a6965da5cccb4f98a06f42431a704f44,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3965,1f85c47cdb14c3bfad7ccb89c7de452b1f535d9e2044f6e3f0a3098ba14fcf25,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027', 'T1105']"
3966,c6892fbba2a4db782d50e4814bafa327266bb3024af01726ab11ed3964ea29b3,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3967,5a4f3eb0010b6100af0c53debc7a91c1429e75265c801359ad7591a4f0b5cf9b,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027']"
3968,d1d889123a8ffc624151ff7e9443160b7eef27d1ca336bd4984d9cef6eeeea94,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3969,b8548a2a9270b78ace6511b425b62dc1315ca82412622b6f244017651e196955,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3970,fdd95d571b70dfc19e9988c7525c95e496ce79d1aef4262a913cde2f2f2935a2,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3971,b3e9cdcba703539a82525d85d30353c230a4b289f6289f2e3d76b3d62388f4e7,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059']"
3972,d1c45f4ceafcb19d139770a70785d9e35ad90a539519bb6a83ea09f315909adc,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3973,c946d8dd80e1efa8ae14bb84060e21b5d19055c68bafbc5512a3af0382cced7b,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3974,53a469499f803b6294eb4f1dc422d98736fdc7ade3fa5370bcff6be773777920,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3975,e962c47879075ac0f7350c5abbfa89153197e458bb16ea3343c961b2a3bf3962,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3976,87edcc5584261e378f752cbbdd9215b07e957a00390fd6ef57095287f7f96361,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3977,9a47fee3b5a8e69b1c1b6ef8409d489f795d3ed9ebc9fe3c52fd855cc4fb322e,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105']"
3978,15ce5a1505752f3c13b469a6902cc5c0ae472e24fd5a8d6ddd26549615168853,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3979,6bd6ebedf325c907a192c08f2f4dc974cfead633b2e5241ba9b1c2984098258e,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3980,13affb72ead6c1eaaf74907ee1571bf78e6e112f7200e213e3f01a8d9c4702e4,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3981,d35515f9d008c73a6e51792cfa7d88a0ff9e728095dc7a4d031eacc8829e0387,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3982,2258a0ffa938555edee93f32117e054916fb5ff7498bd1bd107fdc425dd0dbf3,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
3983,c25c71f0a5b485cdab01b77e564554aa1511d9a8a44b3c11b5f9e47a2c39f0c9,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071', 'T1059']"
3984,180734591883412d5ad4db3f768b59e7e918fcc987915fb130e72077a27f15a0,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027', 'T1071']"
3985,05ce4c14144b9935de8d30dee60dfaa513bebdccb35099c8892ece10c86f0a6d,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3986,134dba51783903927198587aeb9493db9d39bec16bfdf07059d0b4941f5515d5,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3987,c3b1a98c6bc9709f964ded39b288aff66abc5c39b9662fdd28ddfcc178152d67,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3988,c8d0136ae3d464d6584ccfd92956d7106f746273d3b054fdf46bcdf9841bfbf1,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105', 'T1071']"
3989,2a8410b31c50f966704f0abb5a976f0faf59604116c4a4908992b33bb9dc4e19,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027']"
3990,3ee302f650b87c151bb6e91d2b3ff38ab49b1e4ad30f6f18224d8236d9784ad7,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3991,da053d4806250b111e262dc859549d3f455b202e4a12d29354fe8a0d4994fb22,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059']"
3992,660a6197a032cd2baf35df713575f16b71ebdcda67b89deb1afc45f2b986490a,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3993,b30e59a55f9ad1a4d54a5981ef33c18bf8f0b0c71e7b7cef16ae76f4903161b6,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3994,b14a4bb2df42abc029178437192b00cfaf3ef74652276920f7911e9acf7aa321,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071']"
3995,00cfb9077147b1273a466e25fb9798b6e1a5043afd81ac186c30e63a947693f8,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027', 'T1105']"
3996,23aa1389d45d2527eb35ce4a03c55d9d4695bdfe0606e34379e3dd7be974a4b6,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059']"
3997,b5c2e18a004b8a4644541710612baacef6ea882da493e4affd7e237a9404701e,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105', 'T1027']"
3998,5daba9df4ce8d4e7bc3e5bb6dc43dac7034185a218e53a261f814d6398eabadd,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3999,f0652125b5af4e5512ad2e5834d1d0c807eeefafbe5057d6f89aa5d19b87df27,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
4000,19d11a83a2e5ca0b8793bbf5fb7253d29487d1425d0926ff4714398b0d201b73,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027', 'T1059']"
4001,6eb693390a7833f1f88b6f75be8dca0d8728bbee60242650c214890c2b428e82,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105', 'T1027']"
4002,26092c74ff3ad634577f5b890fbdc911b8813b337b77aa5db5132b5d3a51990d,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
4003,e338747a4f62d1826ee92cf74ae3161bb817a19eefec7902f4f334c43bf94399,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027', 'T1105']"
4004,aa3f5e91fb4f447bfff93123c404a62b8ebe2a9790ebbd02c57f5ab61d2d2882,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
4005,4aa789cf7c10418cc7ae60d4f2f5e0879521d6fe6d00d381df103156b4d4c1d7,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
4006,6f3a8557e2c95a717cb48080042293045011e74f2a4c79aaeffbfcc86456eb37,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
4007,9d490424a488cdf23a07c35682ea6f853b3f648015389bbbb76dba87a722a4c6,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
4008,aed64804a5191a6c119cba1f81ad5f09260bac0f8642d1f0101da73e8a7b3329,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
4009,5062a698879870e73250973e45cadcaade05a314f4f17fb17f14f82007bd6b1b,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
4010,888f9c76d26cdfa7340779a015d95785253cf14a1a850fe79ec64a6a24b1deac,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105', 'T1059']"
4011,5a234b3e389a22b70da242b1c93d65f358d60f1347b03101f7613fa1db032645,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059']"
4012,cb0b380e294a5f588143035b3d0fb531d0af41c80512929a1566afacc907b7ae,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027', 'T1059']"
4013,ac2e9c83c7e23514c196b14e49f93345bfed2ed8fc10343c21d358ec3e809928,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027']"
4014,81b9f8fa95f22536fa856a224834a4b8043874793b0cd7f32670f6b9901242e0,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
4015,486219c84201c312c166528dbedd263ed005523f901d46d07dbb30c9b9279839,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
4016,47c2d38e081abc652067262d0dec41cdf29b880d425fb6affd06c2a3ec5ed2fd,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
4017,d468d8c510c791a9a06adca360606a5373b215e73d0d3a05ec4cde3a3fce7e5a,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
4018,ec72ea03eab225f366e825d889d3cc7b1fa7c751c1549c5af59fa25bbefb570b,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105', 'T1059']"
4019,9e245c1f5f6c9043b882136425c67a8dac3042ee8e45513a3252e9fb8ee8927e,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
4020,fece00a6d254392ae9040ba1a3cd254c6666190c582409dc938d2b1127f223e4,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105']"
4021,6d1db3cb8cbcc0467f8cc17a5ffb9381c759f3d9564f458a56e4215287b95ca9,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
4022,07644f44c02d905dc01798e988ff140e242f7bb89125537e3a8bbd6b63752bb0,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
4023,3f959146b7d0aa6fd6fe31a79a1573f5b162f77b6839a64146417a08e67a7376,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
4024,cadf2258eea6660cb234b885df194018c793f274264e40ef95b233eb0933600e,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
4025,d579b32bedbe846c9d3c89aeb8d0c33ac22d6c0d9a1d3345b0203eb351dc7f95,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027']"
4026,91dada758659b410889a8a31c2fa04bed18e0eb6ed20c253b436b39f2bef0dc8,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
4027,9ea0a986c1bf49837b2413735860e66a79419f12711780b35e0b182ca3a1c79c,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105', 'T1071']"
4028,754cc60eceb9c4ce078bb71e88d02df23c006518db284df49ca998bfb598b324,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
4029,f10e3c8ae94b4ee00f6a09e72a9051d682366dae58f3bb7a7aab9c9b99b7714c,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105']"
4030,116b6154d04260ca235db78f2abbc647cc80b92a9838360eaee4f3b8eb50d5c8,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
4031,0e7d3772de05d030ca4c0083e2f48be06cfab01db0ab9091916ddd275765e9ba,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
4032,763339e33e3dc1d4fe29d283031801d648c893feb09208576627d7c5e3ac3e17,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027', 'T1059']"
4033,80179dc6e9a771e62fe957fc1a7e918a7673601fb8ef8040bd55125df03c0f51,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
4034,ff83d9796124bda7e50f9957858f3db688948127c2e1a7bcb6be79b25baec2ba,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
4035,19a981c49024e4bc5ec2496e53ac074ed3baf7bb24dde5421859b375ac1b8e2c,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
4036,b1aef85f454e00f2c6b982bdd6ce81d23d28701bfad7767252f9c64c1bdd6051,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
4037,1ae214f546ab22d8a9aafd14f8868b91353e7a1361cda5c4cb7d64eb0bf46d23,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059']"
4038,360afa487a76edcf1aad4d6d7068740e3f8c6c1a8f04bf2cf5351db7de344570,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071', 'T1059']"
4039,dd003aa02f3c7ef6179e6b79d868d62afcf273ad3c79f99ccc779c12f46a17b2,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
4040,d94bdfde052dec8566287a70a7d43090870654dc7bb9004c8d69be61e39862c1,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059']"
4041,0a58f3a7f988d57407537f77c5858afab5f042a78baae2b6d0268536e62bcc54,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027']"
4042,70ebcc2aa157230051490f5480d49dcef22ad8c26be1307ad8eab63bd4233c40,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
4043,5df14265d5ce37ae0dc0dcb332c42b7331cdc305fc1b265b767bb96d6e6d93cf,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
4045,278e9d130678615d0fee4d7dd432f0dda6d52b0719649ee58cbdca097e997c3f,WINNTI,China,"['T1105', 'T1055', 'T1027', 'T1059']"
4052,d2e13a98d3e331a6b002fef5ce027bb8849a35b79e1b81f838896ee85abfc552,WINNTI,China,"['T1105', 'T1071', 'T1059', 'T1027', 'T1055']"
4053,f7f6249ba423d1ce70a79621e1092ce37be7c4ad7dd768e0f3f6eafdd18d610e,WINNTI,China,"['T1059', 'T1055', 'T1071', 'T1105', 'T1027']"
4054,959612f2a9a8ce454c144d6aef10dd326b201336a85e69a604e6b3892892d7ed,WINNTI,China,"['T1059', 'T1071', 'T1055', 'T1105', 'T1027']"
4055,a5565fc347a6040ec5e25acda630046a5c685843cc14ef14804852cff651e8cc,WINNTI,China,"['T1105', 'T1027', 'T1059']"
4056,48f0bbc3b679aac6b1a71c06f19bb182123e74df8bb0b6b04ebe99100c57a41e,WINNTI,China,"['T1071', 'T1059', 'T1027']"
4057,d31374adc0b96a8a8b56438bbbc313061fd305ecee32a12738dd965910c8890f,WINNTI,China,"['T1059', 'T1071', 'T1055']"
4058,1a4a64f01b101c16e8b5928b52231211e744e695f125e056ef7a9412da04bb91,WINNTI,China,"['T1071', 'T1105', 'T1027', 'T1055', 'T1059']"
4059,d8df60524deb6df4f9ddd802037a248f9fbdd532151bb00e647b233e845b1617,WINNTI,China,"['T1027', 'T1059', 'T1105', 'T1055']"
4060,58a9e1a0558d77473c4bce16f75e403f3ace83910002f8beb233f7ff7cbf5e0d,WINNTI,China,"['T1071', 'T1055', 'T1027']"
4061,388ef4b4e12a04eab451bd6393860b8d12948f2bce12e5c9022996a9167f4972,WINNTI,China,"['T1027', 'T1055', 'T1105']"
4062,67811f70e72693b266938c3a15a2a4b2634550e5934571e80e163c4313833d9d,WINNTI,China,"['T1027', 'T1055', 'T1071']"
4063,9800f150260e81623b067ea82b7fc07119f6a587ad39e1572d611612b5737ba2,WINNTI,China,"['T1059', 'T1055', 'T1027', 'T1105', 'T1071']"
4064,73270fe9bca94fead1b5b38ddf69fae6a42e574e3150d3e3ab369f5d37d93d88,WINNTI,China,"['T1105', 'T1059', 'T1055']"
4065,e3bfb5443b2f36b61ba7a2cf95d2a24452559fafee85c47751f66438ac523d59,WINNTI,China,"['T1055', 'T1059', 'T1071']"
4066,b3e1969261ef289fcf5401964f59ebadfe1408b261237a7443f84d540c96db66,WINNTI,China,"['T1105', 'T1059', 'T1071']"
4067,a4c87cbb65b9c500ef54a5f201e1e7d02373465853c63397d7db6f2020c7c068,WINNTI,China,"['T1071', 'T1055', 'T1059', 'T1027']"
4068,adb9c2fe930fae579ce87059b4b9e15c22b6498c42df01db9760f75d983b93b2,WINNTI,China,"['T1027', 'T1105', 'T1055']"
4069,74e348068f8851fec1b3de54550fe09d07fb85b7481ca6b61404823b473885bb,WINNTI,China,"['T1071', 'T1027', 'T1055', 'T1059', 'T1105']"
4070,92efbecc24fbb5690708926b6221b241b10bdfe3dd0375d663b051283d0de30f,WINNTI,China,"['T1027', 'T1055', 'T1071']"
4071,99e81931c35bf855974b6625100c645b970b2f6307f27aaf78f636469ef00957,WINNTI,China,"['T1071', 'T1027', 'T1055']"
4072,7ec61a2f01663a9bbcad9cc1db923780cd2b0443ec0787c07ecfef0abbfa1c34,WINNTI,China,"['T1071', 'T1059', 'T1055']"
4073,b9aba520eeaf6511877c1eec5f7d71e0eea017312a104f30d3b8f17c89db47e8,WINNTI,China,"['T1105', 'T1059', 'T1027']"
4074,c236559a5328d9d7106b224f2ee2f1a4e9e6dc5b25bba9d0c615ed74eec3d269,WINNTI,China,"['T1059', 'T1055', 'T1071', 'T1105']"
4075,236ba1b13c148c496198607fb1ae1f2efeccdb90f56fee813de8d96876731503,WINNTI,China,"['T1105', 'T1027', 'T1059', 'T1071', 'T1055']"
4076,5fffdc8fb72d60f873d8693f2ae0218d7341ed0bcd390dde448e0c4b4c4139f0,WINNTI,China,"['T1027', 'T1055', 'T1105', 'T1071', 'T1059']"
4077,4e8dc34e7b93faebc05c43efcee6a1d6b7f619c569a3e029e81a0006a3573ca2,WINNTI,China,"['T1105', 'T1059', 'T1027']"
4078,a8bfc1e013f15bc395aa5c047f22ff2344c343c22d420804b6d2f0a67eb6db64,WINNTI,China,"['T1055', 'T1027', 'T1059']"
4079,6aa8a859fd6d30d544269056930f6528dbd840fdae098842bf674e8d62bc8c05,WINNTI,China,"['T1027', 'T1071', 'T1059', 'T1105']"
4080,902b1ec33382c0d4c941e005693c0ee83a9e0b46ab1a994171202c93d636ea38,WINNTI,China,"['T1071', 'T1059', 'T1055']"
4081,23f28b5c4e94d0ad86341c0b9054f197c63389133fcd81dd5e0cf59f774ce54b,WINNTI,China,"['T1055', 'T1071', 'T1105']"
4082,1e1fd03d363949f90909580947fe8de4657b540eb2e990b8f0d7bfbad426aabc,WINNTI,China,"['T1027', 'T1055', 'T1105', 'T1059', 'T1071']"
4083,1da13de2fea970749141cc8069f9082b2128b9af1518c2c50b91fb2c62480e6c,WINNTI,China,"['T1055', 'T1071', 'T1027']"
4084,a415d5f8eb12b55ab525b79869b00d037a66bb01b780b4cb6b987e5fa908cb90,WINNTI,China,"['T1071', 'T1059', 'T1027', 'T1105']"
4085,e7dfd48778492006c53cacfae012a55911206e768c8a3373b56dd5ad0e6bc284,WINNTI,China,"['T1059', 'T1055', 'T1071', 'T1027']"
4086,a7b6df70e23250a6cc2cbc032c7015eff9425725b5e85d1534c84f89e8ff8dea,WINNTI,China,"['T1071', 'T1055', 'T1027', 'T1105', 'T1059']"
4087,75ca2c792d1d92b1d0888cb9b8d59b90c86a455ec251d5bf24dcab33525f02db,WINNTI,China,"['T1059', 'T1027', 'T1105', 'T1071', 'T1055']"
4088,1419ba36aae1daecc7a81a2dfb96631537365a5b34247533d59a70c1c9f58da2,WINNTI,China,"['T1055', 'T1059', 'T1105', 'T1071', 'T1027']"
4089,528d9eaaac67716e6b37dd562770190318c8766fa1b2f33c0974f7d5f6725d41,WINNTI,China,"['T1071', 'T1027', 'T1105', 'T1059']"
4090,66dc249bcd33189aa07a1c8fe294e4031b5954434b6747b24a7993985bb7a51b,WINNTI,China,"['T1071', 'T1027', 'T1055', 'T1105', 'T1059']"
4091,95b6e427883f402db73234b84a84015ad7f3456801cb9bb19df4b11739ea646d,WINNTI,China,"['T1059', 'T1071', 'T1105']"
4092,a2977cebda62d687d1a0dde3b4c92295500ffd0ed35dd04b81ad59371ff03604,WINNTI,China,"['T1055', 'T1059', 'T1105']"
4093,c55cb6b42cfabf0edf1499d383817164d1b034895e597068e019c19d787ea313,WINNTI,China,"['T1071', 'T1027', 'T1055']"
4094,2a93cf9550f3622f65b837c97ce2b2415f1c5f8cc764b2d634a5936feb73ce14,WINNTI,China,"['T1105', 'T1059', 'T1071', 'T1027', 'T1055']"
4095,a026b11e15d4a81a449d20baf7cbd7b8602adc2644aa4bea1e55ff1f422c60e3,WINNTI,China,"['T1059', 'T1055', 'T1105', 'T1071', 'T1027']"
4096,a26a0b52b46d9ccafd023eae8cda960d8c1682f12136fb1e95076801b5d07358,WINNTI,China,"['T1071', 'T1027', 'T1105']"
4097,90b0888d5494476318067d736d4240c22c93a963eb5efb78f97d239d428cd162,WINNTI,China,"['T1059', 'T1027', 'T1105', 'T1055']"
4098,ef3cce62cd2ca9a48bdb2c1c53b02fe86988a8c3ce6bb114ff243ecab99fba1f,WINNTI,China,"['T1055', 'T1071', 'T1105', 'T1027', 'T1059']"
4099,968a4681faa63edd886df366ac9500ce42cd93bc5255432e17f892b7194cbd54,WINNTI,China,"['T1055', 'T1071', 'T1105', 'T1059', 'T1027']"
4100,70992a72412c5d62d003a29c3967fcb0687189d3290ebbc8671fa630829f6694,WINNTI,China,"['T1071', 'T1055', 'T1059', 'T1027']"
4101,f1feea63da7c0f3a9d6eba3e33f10bb884ffda1b68525edf569798c1d9aa0b9f,WINNTI,China,"['T1105', 'T1059', 'T1055', 'T1027']"
4103,7ea4591a4ba94d2be4346b3af502bf6d34bcf98ae05a040907c8d7bac28cbc01,WINNTI,China,"['T1071', 'T1027', 'T1055']"
4104,b87f1023c6ea63c4e2c688f386b5cc278b89de6c3dd52ad2dd3440887185bdd6,WINNTI,China,"['T1027', 'T1059', 'T1055', 'T1071', 'T1105']"
4105,a48483ba46e070c34b11c3b34e22b44d1bf783ae3e07c43d48eb6fb276690eab,WINNTI,China,"['T1071', 'T1059', 'T1105']"
4106,63e63ffb95be2d5b8b7989a87c18aac16bfd0621209cfec55f8f63decc8a371e,WINNTI,China,"['T1055', 'T1027', 'T1105', 'T1071', 'T1059']"
4107,ff9392032400659d7b1ba510eaf41efdcd02379e16c33b8621419d3ba489b4c4,WINNTI,China,"['T1105', 'T1055', 'T1027', 'T1071']"
4108,b8350ae1e30b3705c8f388784bc40ffcba1279513014f98385047a485073b5ec,WINNTI,China,"['T1059', 'T1071', 'T1105']"
4109,d066dffb3d0dee40cf81cbcfb6209d09a57de33a079bc644456cd180c5f170b6,WINNTI,China,"['T1105', 'T1071', 'T1059']"
4110,3ed9ae6e596446f33dd13e44f3d54c8d1ca210242fc3b38b2d6398b1d0a97763,WINNTI,China,"['T1105', 'T1059', 'T1027']"
4111,02815b72ed3449fd6004e007940ea8a8ab09bae4132739a4c7c705c2db0a1f89,WINNTI,China,"['T1059', 'T1105', 'T1071', 'T1055']"
4112,16bfdbbea405d961db3e57bbd3c90111a62a0b1aaeafcc996bd5b26f08f31418,WINNTI,China,"['T1027', 'T1059', 'T1055', 'T1071']"
4113,e9c654f8418ea70eafeac825ac160206c19ee0dff57e5d844f69e734e234aef5,WINNTI,China,"['T1071', 'T1055', 'T1027']"
4114,3cdc149e387ec4a64cce1191fc30b8588df4a2947d54127eae43955ce3d08a01,WINNTI,China,"['T1027', 'T1071', 'T1055', 'T1059', 'T1105']"
4115,d0522f0573ed16176bfa46057d9d3b9126bc0b3878dfc2df353bf8f118d12d82,WINNTI,China,"['T1055', 'T1059', 'T1105']"
4116,a1629e8abce9d670fdb66fa1ef73ad4181706eefb8adc8a9fd257b6a21be48c6,WINNTI,China,"['T1027', 'T1055', 'T1105']"
